Timestamp,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price,Volume_MA,Volume_Spike,Price_Direction,Signal,7_day_avg,30_day_avg
2012-01-05 11:21:00,6.46,6.46,6.46,6.46,0.17801857,1.149999962,6.46,5.956055032857143,0,0,0,6.248571428571429,5.5343333333333335
2012-01-05 11:28:00,6.43,6.43,6.43,6.43,0.31104199,1.999999996,6.43,5.976420645714286,0,0,0,6.31,5.582
2012-01-05 13:07:00,6.44,6.44,6.44,6.44,0.31055901,2.000000024,6.44,4.59221479,0,1,0,6.351428571428571,5.63
2012-01-05 13:38:00,6.43,6.43,6.43,6.43,0.46656299,3.000000026,6.43,4.577168052857142,0,0,0,6.385714285714286,5.667000000000001
2012-01-05 14:31:00,6.42,6.42,6.42,6.42,0.31152648,2.000000002,6.42,2.33595755,0,0,0,6.412857142857143,5.709666666666666
2012-01-05 22:50:00,6.43,6.43,6.43,6.43,0.31152648,2.003115266,6.43,0.38046133285714284,0,1,0,6.438571428571428,5.748666666666667
2012-01-05 23:35:00,6.44,6.44,6.44,6.44,0.46656299,3.004665656,6.44,0.3365426442857143,0,1,0,6.435714285714286,5.787000000000001
2012-01-05 23:39:00,6.47,6.47,6.47,6.47,0.95201238,6.159520099,6.47,0.44711318857142857,1,1,1,6.437142857142858,5.826333333333333
2012-01-05 23:41:00,6.65,6.65,6.65,6.65,20.77744361,138.17,6.65,3.3708848485714284,1,1,1,6.468571428571429,5.876666666666667
2012-01-05 23:43:00,6.65,6.65,6.65,6.65,1.46627565,9.750733073,6.65,3.535987225714286,0,0,0,6.498571428571428,5.922
2012-01-05 23:46:00,6.65,6.65,6.65,6.65,0.49926578,3.320117437,6.65,3.5406590528571433,0,0,0,6.53,5.967333333333333
2012-01-06 06:02:00,6.65,6.65,6.65,6.65,1.42549766,9.479559439,6.65,3.699797792857143,0,0,0,6.562857142857143,6.024666666666666
2012-01-06 06:04:00,6.69,6.73,6.69,6.73,6.31,42.36385832,6.713765186,4.556722581428572,0,1,0,6.605714285714287,6.084666666666667
2012-01-06 13:20:00,6.8,6.9,6.8,6.9,9.31055901,63.61180127,6.832221481,5.820150584285714,0,1,0,6.671428571428572,6.1416666666666675
2012-01-06 15:21:00,6.76,6.76,6.76,6.76,0.29585799,2.000000012,6.76,5.726414242857143,0,0,0,6.7128571428571435,6.194
2012-01-06 15:36:00,6.5,6.5,6.5,6.5,0.5,3.25,6.5,2.8296365842857147,0,0,0,6.691428571428572,6.237666666666667
2012-01-06 15:37:00,6.49,6.49,6.49,6.49,1.54083205,10.00000001,6.49,2.8402874985714286,0,0,0,6.668571428571428,6.276666666666667
2012-01-06 16:37:00,6.4,6.4,6.4,6.4,0.5,3.2,6.4,2.840392387142857,0,0,0,6.632857142857143,6.312666666666667
2012-01-06 17:59:00,6.4,6.4,6.4,6.4,1.55038759,9.922480576,6.4,2.8582338057142858,0,0,0,6.597142857142857,6.3469999999999995
2012-01-06 18:00:00,6.4,6.4,6.4,6.4,0.83875968,5.368061952,6.4,2.0766280457142856,0,0,0,6.550000000000002,6.374666666666667
2012-01-06 18:42:00,6.4,6.4,6.4,6.4,9.11085273,58.30945747,6.4,2.048098577142857,1,0,0,6.478571428571429,6.397333333333334
2012-01-06 20:18:00,6.3,6.3,6.3,6.3,0.5,3.15,6.3,2.077261721428571,0,0,0,6.412857142857143,6.415666666666667
2012-01-06 20:19:00,6.2,6.2,6.2,6.2,0.5,3.1,6.2,2.077261721428571,0,0,0,6.37,6.429333333333334
2012-01-06 20:21:00,6.1,6.1,6.1,6.1,0.5,3.05,6.1,1.9285714285714284,0,0,0,6.314285714285715,6.432666666666666
2012-01-06 20:22:00,6.0,6.0,6.0,6.0,1.0,6.0,6.0,1.9999999999999998,0,0,0,6.257142857142857,6.432666666666667
2012-01-07 18:14:00,6.8,6.8,6.8,6.8,0.29585799,2.011834332,6.8,1.8207814857142854,0,1,0,6.314285714285715,6.454333333333334
2012-01-08 14:20:00,6.9,6.9,6.9,6.9,4.0,27.6,6.9,2.2723872457142855,0,1,0,6.385714285714285,6.478
2012-01-08 23:31:00,7.0,7.0,7.0,7.0,1.0,7.0,7.0,1.1136939985714285,0,1,0,6.471428571428571,6.503666666666666
2012-01-09 04:40:00,6.99,6.99,6.9,6.9,5.0,34.69854,6.939708,1.7565511414285715,1,0,0,6.557142857142857,6.525333333333333
2012-01-09 12:04:00,6.9,6.9,6.9,6.9,7.04348837,48.60006975,6.9,2.691335194285714,1,0,0,6.6571428571428575,6.540000000000001
2012-01-09 12:06:00,6.9,6.9,6.9,6.9,1.46842878,10.13215858,6.9,2.829682162857143,0,0,0,6.771428571428571,6.554666666666667
2012-01-09 12:07:00,6.9,6.9,6.9,6.9,1.47275405,10.16200295,6.9,2.8972184557142855,0,0,0,6.9,6.570333333333334
2012-01-09 12:08:00,6.9,6.9,6.9,6.9,1.52207002,10.50228314,6.9,3.072391602857143,0,0,0,6.914285714285714,6.585666666666667
2012-01-09 12:09:00,6.9,6.9,6.9,6.9,0.69925878,4.824885582,6.9,2.6008571428571434,0,0,0,6.9142857142857155,6.601333333333333
2012-01-09 12:15:00,6.5,6.5,6.5,6.5,1.5600624,10.1404056,6.5,2.6808660571428575,0,0,0,6.842857142857143,6.604
2012-01-09 12:16:00,6.5,6.5,6.5,6.5,1.5600624,10.1404056,6.5,2.1894464,0,0,0,6.7857142857142865,6.606333333333334
2012-01-09 12:17:00,6.5,6.5,6.5,6.5,1.56985871,10.20408162,6.5,1.4074993057142857,0,0,0,6.728571428571429,6.608333333333333
2012-01-09 12:18:00,6.5,6.5,6.5,6.5,1.5576324,10.1246106,6.5,1.4202426799999999,0,0,0,6.671428571428572,6.609333333333334
2012-01-09 12:19:00,6.5,6.5,6.5,6.5,1.56494523,10.172144,6.5,1.4334128485714286,0,0,0,6.614285714285715,6.604333333333333
2012-01-09 12:20:00,6.5,6.5,6.5,6.5,1.54559505,10.04636783,6.5,1.4367735671428572,0,0,0,6.557142857142858,6.599333333333333
2012-01-09 12:24:00,6.5,6.5,6.5,6.5,13.6,88.4,6.5,3.2797365985714286,1,0,0,6.5,6.594333333333333
2012-01-09 13:26:00,6.58,6.58,6.58,6.58,1.51975684,10.00000001,6.58,3.2739786614285715,0,1,0,6.511428571428572,6.5920000000000005
2012-01-09 13:27:00,6.6,6.6,6.6,6.6,1.48024316,9.769604856,6.6,3.2625759128571423,0,1,0,6.525714285714286,6.587666666666666
2012-01-09 13:28:00,6.6,6.6,6.6,6.6,0.8,5.28,6.6,3.1525960971428573,0,0,0,6.539999999999999,6.5776666666666666
2012-01-09 13:33:00,6.57,6.57,6.57,6.57,0.76103501,5.000000016,6.57,3.0387964700000003,0,0,0,6.549999999999999,6.571333333333333
2012-01-09 13:58:00,6.5,6.5,6.5,6.5,0.04184381,0.271984765,6.5,2.821210552857143,0,0,0,6.549999999999999,6.571333333333333
